journey_id,touch_order,total_touches,channel,month,quarter,converted,revenue,is_first,is_last,data_source
14,1,3,Display Ads,2025-01,2025-Q1,False,0.0,True,False,SYNTHETIC
14,2,3,Email Marketing,2025-01,2025-Q1,False,0.0,False,False,SYNTHETIC
14,3,3,Display Ads,2025-01,2025-Q1,False,0.0,False,True,SYNTHETIC
15,1,1,Email Marketing,2025-03,2025-Q1,True,78.6,True,True,SYNTHETIC
16,1,5,Email Marketing,2025-09,2025-Q3,False,0.0,True,False,SYNTHETIC
16,2,5,Email Marketing,2025-09,2025-Q3,False,0.0,False,False,SYNTHETIC
16,3,5,Display Ads,2025-09,2025-Q3,False,0.0,False,False,SYNTHETIC
16,4,5,Email Marketing,2025-09,2025-Q3,False,0.0,False,False,SYNTHETIC
16,5,5,Paid Social,2025-09,2025-Q3,False,0.0,False,True,SYNTHETIC
17,1,5,Email Marketing,2025-03,2025-Q1,True,98.55,True,False,SYNTHETIC
17,2,5,Display Ads,2025-03,2025-Q1,True,98.55,False,False,SYNTHETIC
17,3,5,Email Marketing,2025-03,2025-Q1,True,98.55,False,False,SYNTHETIC
17,4,5,Email Marketing,2025-03,2025-Q1,True,98.55,False,False,SYNTHETIC
17,5,5,Email Marketing,2025-03,2025-Q1,True,98.55,False,True,SYNTHETIC
18,1,1,Paid Social,2025-08,2025-Q3,False,0.0,True,True,SYNTHETIC
19,1,5,Paid Social,2025-03,2025-Q1,True,122.55,True,False,SYNTHETIC
19,2,5,Email Marketing,2025-03,2025-Q1,True,122.55,False,False,SYNTHETIC
19,3,5,Display Ads,2025-03,2025-Q1,True,122.55,False,False,SYNTHETIC
19,4,5,Paid Social,2025-03,2025-Q1,True,122.55,False,False,SYNTHETIC
19,5,5,Paid Social,2025-03,2025-Q1,True,122.55,False,True,SYNTHETIC
20,1,2,Display Ads,2025-01,2025-Q1,False,0.0,True,False,SYNTHETIC
20,2,2,Email Marketing,2025-01,2025-Q1,False,0.0,False,True,SYNTHETIC
21,1,4,Paid Social,2025-08,2025-Q3,False,0.0,True,False,SYNTHETIC
21,2,4,Display Ads,2025-08,2025-Q3,False,0.0,False,False,SYNTHETIC
21,3,4,Email Marketing,2025-08,2025-Q3,False,0.0,False,False,SYNTHETIC
21,4,4,Display Ads,2025-08,2025-Q3,False,0.0,False,True,SYNTHETIC
22,1,6,Paid Social,2025-05,2025-Q2,False,0.0,True,False,SYNTHETIC
22,2,6,Paid Social,2025-05,2025-Q2,False,0.0,False,False,SYNTHETIC
22,3,6,Email Marketing,2025-05,2025-Q2,False,0.0,False,False,SYNTHETIC
22,4,6,Display Ads,2025-05,2025-Q2,False,0.0,False,False,SYNTHETIC
22,5,6,Display Ads,2025-05,2025-Q2,False,0.0,False,False,SYNTHETIC
22,6,6,Organic Search,2025-05,2025-Q2,False,0.0,False,True,SYNTHETIC
23,1,6,Paid Social,2025-04,2025-Q2,False,0.0,True,False,SYNTHETIC
23,2,6,Paid Social,2025-04,2025-Q2,False,0.0,False,False,SYNTHETIC
23,3,6,Email Marketing,2025-04,2025-Q2,False,0.0,False,False,SYNTHETIC
23,4,6,Display Ads,2025-04,2025-Q2,False,0.0,False,False,SYNTHETIC
23,5,6,Paid Social,2025-04,2025-Q2,False,0.0,False,False,SYNTHETIC
23,6,6,Email Marketing,2025-04,2025-Q2,False,0.0,False,True,SYNTHETIC
24,1,6,Direct / Referral,2025-05,2025-Q2,True,324.3,True,False,SYNTHETIC
24,2,6,Display Ads,2025-05,2025-Q2,True,324.3,False,False,SYNTHETIC
24,3,6,Paid Social,2025-05,2025-Q2,True,324.3,False,False,SYNTHETIC
24,4,6,Email Marketing,2025-05,2025-Q2,True,324.3,False,False,SYNTHETIC
24,5,6,Paid Social,2025-05,2025-Q2,True,324.3,False,False,SYNTHETIC
24,6,6,Paid Social,2025-05,2025-Q2,True,324.3,False,True,SYNTHETIC
25,1,4,Organic Search,2025-06,2025-Q2,True,270.25,True,False,SYNTHETIC
25,2,4,Paid Social,2025-06,2025-Q2,True,270.25,False,False,SYNTHETIC
25,3,4,Display Ads,2025-06,2025-Q2,True,270.25,False,False,SYNTHETIC
25,4,4,Paid Social,2025-06,2025-Q2,True,270.25,False,True,SYNTHETIC
26,1,6,Paid Social,2025-07,2025-Q3,False,0.0,True,False,SYNTHETIC
26,2,6,Email Marketing,2025-07,2025-Q3,False,0.0,False,False,SYNTHETIC
26,3,6,Display Ads,2025-07,2025-Q3,False,0.0,False,False,SYNTHETIC
26,4,6,Paid Social,2025-07,2025-Q3,False,0.0,False,False,SYNTHETIC
26,5,6,Email Marketing,2025-07,2025-Q3,False,0.0,False,False,SYNTHETIC
26,6,6,Email Marketing,2025-07,2025-Q3,False,0.0,False,True,SYNTHETIC
27,1,6,Email Marketing,2025-05,2025-Q2,False,0.0,True,False,SYNTHETIC
27,2,6,Paid Social,2025-05,2025-Q2,False,0.0,False,False,SYNTHETIC
27,3,6,Display Ads,2025-05,2025-Q2,False,0.0,False,False,SYNTHETIC
27,4,6,Paid Social,2025-05,2025-Q2,False,0.0,False,False,SYNTHETIC
27,5,6,Paid Social,2025-06,2025-Q2,False,0.0,False,False,SYNTHETIC
27,6,6,Organic Search,2025-06,2025-Q2,False,0.0,False,True,SYNTHETIC
28,1,4,Email Marketing,2025-05,2025-Q2,False,0.0,True,False,SYNTHETIC
28,2,4,Paid Social,2025-05,2025-Q2,False,0.0,False,False,SYNTHETIC
28,3,4,Email Marketing,2025-05,2025-Q2,False,0.0,False,False,SYNTHETIC
28,4,4,Email Marketing,2025-05,2025-Q2,False,0.0,False,True,SYNTHETIC
29,1,3,Email Marketing,2025-04,2025-Q2,False,0.0,True,False,SYNTHETIC
29,2,3,Paid Social,2025-04,2025-Q2,False,0.0,False,False,SYNTHETIC
29,3,3,Display Ads,2025-04,2025-Q2,False,0.0,False,True,SYNTHETIC
30,1,4,Paid Social,2025-09,2025-Q3,False,0.0,True,False,SYNTHETIC
30,2,4,Direct / Referral,2025-09,2025-Q3,False,0.0,False,False,SYNTHETIC
30,3,4,Email Marketing,2025-09,2025-Q3,False,0.0,False,False,SYNTHETIC
30,4,4,Paid Social,2025-09,2025-Q3,False,0.0,False,True,SYNTHETIC
31,1,4,Email Marketing,2025-07,2025-Q3,False,0.0,True,False,SYNTHETIC
31,2,4,Display Ads,2025-07,2025-Q3,False,0.0,False,False,SYNTHETIC
31,3,4,Paid Social,2025-07,2025-Q3,False,0.0,False,False,SYNTHETIC
31,4,4,Paid Social,2025-08,2025-Q3,False,0.0,False,True,SYNTHETIC
32,1,3,Display Ads,2025-04,2025-Q2,False,0.0,True,False,SYNTHETIC
32,2,3,Email Marketing,2025-04,2025-Q2,False,0.0,False,False,SYNTHETIC
32,3,3,Display Ads,2025-04,2025-Q2,False,0.0,False,True,SYNTHETIC
33,1,4,Display Ads,2025-12,2025-Q4,False,0.0,True,False,SYNTHETIC
33,2,4,Email Marketing,2025-12,2025-Q4,False,0.0,False,False,SYNTHETIC
33,3,4,Organic Search,2025-12,2025-Q4,False,0.0,False,False,SYNTHETIC
33,4,4,Paid Social,2025-12,2025-Q4,False,0.0,False,True,SYNTHETIC
34,1,2,Email Marketing,2025-10,2025-Q4,True,370.48,True,False,SYNTHETIC
34,2,2,Email Marketing,2025-10,2025-Q4,True,370.48,False,True,SYNTHETIC
35,1,6,Paid Social,2025-01,2025-Q1,True,215.47,True,False,SYNTHETIC
35,2,6,Display Ads,2025-01,2025-Q1,True,215.47,False,False,SYNTHETIC
35,3,6,Email Marketing,2025-01,2025-Q1,True,215.47,False,False,SYNTHETIC
35,4,6,Display Ads,2025-01,2025-Q1,True,215.47,False,False,SYNTHETIC
35,5,6,Email Marketing,2025-01,2025-Q1,True,215.47,False,False,SYNTHETIC
35,6,6,Email Marketing,2025-01,2025-Q1,True,215.47,False,True,SYNTHETIC
36,1,6,Email Marketing,2025-11,2025-Q4,False,0.0,True,False,SYNTHETIC
36,2,6,Direct / Referral,2025-11,2025-Q4,False,0.0,False,False,SYNTHETIC
36,3,6,Email Marketing,2025-11,2025-Q4,False,0.0,False,False,SYNTHETIC
36,4,6,Display Ads,2025-11,2025-Q4,False,0.0,False,False,SYNTHETIC
36,5,6,Email Marketing,2025-11,2025-Q4,False,0.0,False,False,SYNTHETIC
36,6,6,Email Marketing,2025-11,2025-Q4,False,0.0,False,True,SYNTHETIC
37,1,3,Email Marketing,2025-06,2025-Q2,False,0.0,True,False,SYNTHETIC
37,2,3,Display Ads,2025-06,2025-Q2,False,0.0,False,False,SYNTHETIC
37,3,3,Organic Search,2025-06,2025-Q2,False,0.0,False,True,SYNTHETIC
38,1,5,Paid Social,2025-04,2025-Q2,False,0.0,True,False,SYNTHETIC
38,2,5,Display Ads,2025-04,2025-Q2,False,0.0,False,False,SYNTHETIC
38,3,5,Display Ads,2025-04,2025-Q2,False,0.0,False,False,SYNTHETIC
38,4,5,Display Ads,2025-04,2025-Q2,False,0.0,False,False,SYNTHETIC
38,5,5,Email Marketing,2025-04,2025-Q2,False,0.0,False,True,SYNTHETIC
39,1,3,Direct / Referral,2025-11,2025-Q4,True,170.81,True,False,SYNTHETIC
39,2,3,Paid Social,2025-11,2025-Q4,True,170.81,False,False,SYNTHETIC
39,3,3,Paid Social,2025-11,2025-Q4,True,170.81,False,True,SYNTHETIC
40,1,2,Email Marketing,2025-06,2025-Q2,False,0.0,True,False,SYNTHETIC
40,2,2,Display Ads,2025-06,2025-Q2,False,0.0,False,True,SYNTHETIC
41,1,2,Email Marketing,2025-10,2025-Q4,True,283.25,True,False,SYNTHETIC
41,2,2,Direct / Referral,2025-10,2025-Q4,True,283.25,False,True,SYNTHETIC
42,1,1,Paid Social,2025-02,2025-Q1,False,0.0,True,True,SYNTHETIC
43,1,5,Paid Social,2025-01,2025-Q1,True,332.55,True,False,SYNTHETIC
43,2,5,Email Marketing,2025-01,2025-Q1,True,332.55,False,False,SYNTHETIC
43,3,5,Paid Social,2025-01,2025-Q1,True,332.55,False,False,SYNTHETIC
43,4,5,Email Marketing,2025-01,2025-Q1,True,332.55,False,False,SYNTHETIC
43,5,5,Paid Social,2025-01,2025-Q1,True,332.55,False,True,SYNTHETIC
44,1,1,Paid Social,2025-05,2025-Q2,False,0.0,True,True,SYNTHETIC
45,1,4,Display Ads,2025-02,2025-Q1,False,0.0,True,False,SYNTHETIC
45,2,4,Organic Search,2025-02,2025-Q1,False,0.0,False,False,SYNTHETIC
45,3,4,Email Marketing,2025-02,2025-Q1,False,0.0,False,False,SYNTHETIC
45,4,4,Email Marketing,2025-02,2025-Q1,False,0.0,False,True,SYNTHETIC
46,1,1,Paid Social,2025-05,2025-Q2,False,0.0,True,True,SYNTHETIC
47,1,2,Display Ads,2025-04,2025-Q2,True,186.47,True,False,SYNTHETIC
47,2,2,Paid Social,2025-04,2025-Q2,True,186.47,False,True,SYNTHETIC
48,1,1,Display Ads,2025-04,2025-Q2,True,484.36,True,True,SYNTHETIC
49,1,4,Display Ads,2025-05,2025-Q2,True,109.74,True,False,SYNTHETIC
49,2,4,Paid Social,2025-05,2025-Q2,True,109.74,False,False,SYNTHETIC
49,3,4,Email Marketing,2025-05,2025-Q2,True,109.74,False,False,SYNTHETIC
49,4,4,Email Marketing,2025-05,2025-Q2,True,109.74,False,True,SYNTHETIC
50,1,2,Paid Social,2025-08,2025-Q3,True,247.54,True,False,SYNTHETIC
50,2,2,Display Ads,2025-08,2025-Q3,True,247.54,False,True,SYNTHETIC
51,1,2,Display Ads,2025-05,2025-Q2,False,0.0,True,False,SYNTHETIC
51,2,2,Display Ads,2025-05,2025-Q2,False,0.0,False,True,SYNTHETIC
52,1,2,Display Ads,2025-03,2025-Q1,True,92.24,True,False,SYNTHETIC
52,2,2,Email Marketing,2025-03,2025-Q1,True,92.24,False,True,SYNTHETIC
53,1,5,Paid Social,2025-03,2025-Q1,False,0.0,True,False,SYNTHETIC
53,2,5,Display Ads,2025-03,2025-Q1,False,0.0,False,False,SYNTHETIC
53,3,5,Email Marketing,2025-03,2025-Q1,False,0.0,False,False,SYNTHETIC
53,4,5,Email Marketing,2025-03,2025-Q1,False,0.0,False,False,SYNTHETIC
53,5,5,Email Marketing,2025-03,2025-Q1,False,0.0,False,True,SYNTHETIC
54,1,2,Email Marketing,2025-03,2025-Q1,True,102.23,True,False,SYNTHETIC
54,2,2,Display Ads,2025-03,2025-Q1,True,102.23,False,True,SYNTHETIC
55,1,1,Paid Social,2025-07,2025-Q3,False,0.0,True,True,SYNTHETIC
56,1,2,Display Ads,2025-01,2025-Q1,True,259.1,True,False,SYNTHETIC
56,2,2,Display Ads,2025-01,2025-Q1,True,259.1,False,True,SYNTHETIC
57,1,2,Email Marketing,2025-09,2025-Q3,True,218.58,True,False,SYNTHETIC
57,2,2,Email Marketing,2025-09,2025-Q3,True,218.58,False,True,SYNTHETIC
58,1,3,Email Marketing,2025-09,2025-Q3,True,81.76,True,False,SYNTHETIC
58,2,3,Display Ads,2025-09,2025-Q3,True,81.76,False,False,SYNTHETIC
58,3,3,Email Marketing,2025-09,2025-Q3,True,81.76,False,True,SYNTHETIC
59,1,2,Organic Search,2025-06,2025-Q2,False,0.0,True,False,SYNTHETIC
59,2,2,Email Marketing,2025-06,2025-Q2,False,0.0,False,True,SYNTHETIC
60,1,4,Email Marketing,2025-11,2025-Q4,False,0.0,True,False,SYNTHETIC
60,2,4,Email Marketing,2025-11,2025-Q4,False,0.0,False,False,SYNTHETIC
60,3,4,Email Marketing,2025-11,2025-Q4,False,0.0,False,False,SYNTHETIC
60,4,4,Email Marketing,2025-11,2025-Q4,False,0.0,False,True,SYNTHETIC
61,1,1,Display Ads,2025-02,2025-Q1,False,0.0,True,True,SYNTHETIC
62,1,5,Paid Social,2025-03,2025-Q1,True,193.54,True,False,SYNTHETIC
62,2,5,Paid Social,2025-04,2025-Q2,True,193.54,False,False,SYNTHETIC
62,3,5,Organic Search,2025-04,2025-Q2,True,193.54,False,False,SYNTHETIC
62,4,5,Paid Social,2025-04,2025-Q2,True,193.54,False,False,SYNTHETIC
62,5,5,Email Marketing,2025-04,2025-Q2,True,193.54,False,True,SYNTHETIC
63,1,6,Display Ads,2025-10,2025-Q4,False,0.0,True,False,SYNTHETIC
63,2,6,Paid Social,2025-10,2025-Q4,False,0.0,False,False,SYNTHETIC
63,3,6,Paid Social,2025-10,2025-Q4,False,0.0,False,False,SYNTHETIC
63,4,6,Email Marketing,2025-10,2025-Q4,False,0.0,False,False,SYNTHETIC
63,5,6,Email Marketing,2025-10,2025-Q4,False,0.0,False,False,SYNTHETIC
63,6,6,Display Ads,2025-10,2025-Q4,False,0.0,False,True,SYNTHETIC
64,1,5,Paid Social,2025-04,2025-Q2,False,0.0,True,False,SYNTHETIC
64,2,5,Paid Social,2025-04,2025-Q2,False,0.0,False,False,SYNTHETIC
64,3,5,Display Ads,2025-04,2025-Q2,False,0.0,False,False,SYNTHETIC
64,4,5,Display Ads,2025-04,2025-Q2,False,0.0,False,False,SYNTHETIC
64,5,5,Direct / Referral,2025-04,2025-Q2,False,0.0,False,True,SYNTHETIC
65,1,6,Email Marketing,2025-03,2025-Q1,False,0.0,True,False,SYNTHETIC
65,2,6,Paid Social,2025-03,2025-Q1,False,0.0,False,False,SYNTHETIC
65,3,6,Email Marketing,2025-03,2025-Q1,False,0.0,False,False,SYNTHETIC
65,4,6,Email Marketing,2025-03,2025-Q1,False,0.0,False,False,SYNTHETIC
65,5,6,Paid Social,2025-03,2025-Q1,False,0.0,False,False,SYNTHETIC
65,6,6,Email Marketing,2025-03,2025-Q1,False,0.0,False,True,SYNTHETIC
66,1,1,Paid Social,2025-06,2025-Q2,False,0.0,True,True,SYNTHETIC
67,1,4,Organic Search,2025-02,2025-Q1,False,0.0,True,False,SYNTHETIC
67,2,4,Display Ads,2025-02,2025-Q1,False,0.0,False,False,SYNTHETIC
67,3,4,Paid Social,2025-02,2025-Q1,False,0.0,False,False,SYNTHETIC
67,4,4,Paid Social,2025-02,2025-Q1,False,0.0,False,True,SYNTHETIC
68,1,3,Email Marketing,2025-02,2025-Q1,False,0.0,True,False,SYNTHETIC
68,2,3,Paid Social,2025-02,2025-Q1,False,0.0,False,False,SYNTHETIC
68,3,3,Paid Social,2025-02,2025-Q1,False,0.0,False,True,SYNTHETIC
69,1,1,Paid Social,2025-07,2025-Q3,False,0.0,True,True,SYNTHETIC
70,1,6,Email Marketing,2025-09,2025-Q3,False,0.0,True,False,SYNTHETIC
70,2,6,Email Marketing,2025-09,2025-Q3,False,0.0,False,False,SYNTHETIC
70,3,6,Display Ads,2025-09,2025-Q3,False,0.0,False,False,SYNTHETIC
70,4,6,Email Marketing,2025-09,2025-Q3,False,0.0,False,False,SYNTHETIC
70,5,6,Paid Social,2025-09,2025-Q3,False,0.0,False,False,SYNTHETIC
70,6,6,Paid Social,2025-09,2025-Q3,False,0.0,False,True,SYNTHETIC
71,1,6,Paid Social,2025-11,2025-Q4,True,493.99,True,False,SYNTHETIC
71,2,6,Email Marketing,2025-11,2025-Q4,True,493.99,False,False,SYNTHETIC
71,3,6,Paid Social,2025-11,2025-Q4,True,493.99,False,False,SYNTHETIC
71,4,6,Display Ads,2025-11,2025-Q4,True,493.99,False,False,SYNTHETIC
71,5,6,Email Marketing,2025-11,2025-Q4,True,493.99,False,False,SYNTHETIC
71,6,6,Paid Social,2025-11,2025-Q4,True,493.99,False,True,SYNTHETIC
72,1,6,Display Ads,2025-07,2025-Q3,False,0.0,True,False,SYNTHETIC
72,2,6,Display Ads,2025-07,2025-Q3,False,0.0,False,False,SYNTHETIC
72,3,6,Direct / Referral,2025-07,2025-Q3,False,0.0,False,False,SYNTHETIC
72,4,6,Display Ads,2025-07,2025-Q3,False,0.0,False,False,SYNTHETIC
72,5,6,Email Marketing,2025-07,2025-Q3,False,0.0,False,False,SYNTHETIC
72,6,6,Paid Social,2025-07,2025-Q3,False,0.0,False,True,SYNTHETIC
73,1,3,Paid Social,2025-05,2025-Q2,True,232.34,True,False,SYNTHETIC
73,2,3,Email Marketing,2025-05,2025-Q2,True,232.34,False,False,SYNTHETIC
73,3,3,Email Marketing,2025-05,2025-Q2,True,232.34,False,True,SYNTHETIC
74,1,2,Display Ads,2025-01,2025-Q1,False,0.0,True,False,SYNTHETIC
74,2,2,Display Ads,2025-01,2025-Q1,False,0.0,False,True,SYNTHETIC
75,1,3,Email Marketing,2025-04,2025-Q2,True,440.87,True,False,SYNTHETIC
75,2,3,Display Ads,2025-04,2025-Q2,True,440.87,False,False,SYNTHETIC
75,3,3,Email Marketing,2025-04,2025-Q2,True,440.87,False,True,SYNTHETIC
76,1,6,Display Ads,2025-06,2025-Q2,False,0.0,True,False,SYNTHETIC
76,2,6,Direct / Referral,2025-06,2025-Q2,False,0.0,False,False,SYNTHETIC
76,3,6,Email Marketing,2025-06,2025-Q2,False,0.0,False,False,SYNTHETIC
76,4,6,Paid Social,2025-06,2025-Q2,False,0.0,False,False,SYNTHETIC
76,5,6,Organic Search,2025-06,2025-Q2,False,0.0,False,False,SYNTHETIC
76,6,6,Display Ads,2025-06,2025-Q2,False,0.0,False,True,SYNTHETIC
77,1,3,Email Marketing,2025-01,2025-Q1,True,182.52,True,False,SYNTHETIC
77,2,3,Paid Social,2025-01,2025-Q1,True,182.52,False,False,SYNTHETIC
77,3,3,Paid Social,2025-01,2025-Q1,True,182.52,False,True,SYNTHETIC
78,1,5,Email Marketing,2025-06,2025-Q2,True,227.53,True,False,SYNTHETIC
78,2,5,Email Marketing,2025-06,2025-Q2,True,227.53,False,False,SYNTHETIC
78,3,5,Email Marketing,2025-06,2025-Q2,True,227.53,False,False,SYNTHETIC
78,4,5,Display Ads,2025-06,2025-Q2,True,227.53,False,False,SYNTHETIC
78,5,5,Display Ads,2025-06,2025-Q2,True,227.53,False,True,SYNTHETIC
79,1,5,Paid Social,2025-07,2025-Q3,True,488.48,True,False,SYNTHETIC
79,2,5,Paid Social,2025-07,2025-Q3,True,488.48,False,False,SYNTHETIC
79,3,5,Email Marketing,2025-07,2025-Q3,True,488.48,False,False,SYNTHETIC
79,4,5,Email Marketing,2025-07,2025-Q3,True,488.48,False,False,SYNTHETIC
79,5,5,Email Marketing,2025-07,2025-Q3,True,488.48,False,True,SYNTHETIC
80,1,3,Email Marketing,2025-08,2025-Q3,False,0.0,True,False,SYNTHETIC
80,2,3,Email Marketing,2025-08,2025-Q3,False,0.0,False,False,SYNTHETIC
80,3,3,Paid Social,2025-08,2025-Q3,False,0.0,False,True,SYNTHETIC
81,1,5,Paid Social,2025-01,2025-Q1,False,0.0,True,False,SYNTHETIC
81,2,5,Paid Social,2025-01,2025-Q1,False,0.0,False,False,SYNTHETIC
81,3,5,Display Ads,2025-01,2025-Q1,False,0.0,False,False,SYNTHETIC
81,4,5,Email Marketing,2025-01,2025-Q1,False,0.0,False,False,SYNTHETIC
81,5,5,Email Marketing,2025-01,2025-Q1,False,0.0,False,True,SYNTHETIC
82,1,6,Display Ads,2025-03,2025-Q1,True,317.36,True,False,SYNTHETIC
82,2,6,Organic Search,2025-03,2025-Q1,True,317.36,False,False,SYNTHETIC
82,3,6,Organic Search,2025-03,2025-Q1,True,317.36,False,False,SYNTHETIC
82,4,6,Email Marketing,2025-03,2025-Q1,True,317.36,False,False,SYNTHETIC
82,5,6,Display Ads,2025-03,2025-Q1,True,317.36,False,False,SYNTHETIC
82,6,6,Direct / Referral,2025-03,2025-Q1,True,317.36,False,True,SYNTHETIC
83,1,1,Direct / Referral,2025-04,2025-Q2,False,0.0,True,True,SYNTHETIC
84,1,1,Email Marketing,2025-01,2025-Q1,True,75.37,True,True,SYNTHETIC
85,1,4,Display Ads,2025-06,2025-Q2,False,0.0,True,False,SYNTHETIC
85,2,4,Direct / Referral,2025-06,2025-Q2,False,0.0,False,False,SYNTHETIC
85,3,4,Direct / Referral,2025-06,2025-Q2,False,0.0,False,False,SYNTHETIC
85,4,4,Email Marketing,2025-06,2025-Q2,False,0.0,False,True,SYNTHETIC
86,1,2,Display Ads,2025-01,2025-Q1,False,0.0,True,False,SYNTHETIC
86,2,2,Paid Social,2025-01,2025-Q1,False,0.0,False,True,SYNTHETIC
87,1,3,Paid Social,2025-02,2025-Q1,False,0.0,True,False,SYNTHETIC
87,2,3,Paid Social,2025-02,2025-Q1,False,0.0,False,False,SYNTHETIC
87,3,3,Display Ads,2025-02,2025-Q1,False,0.0,False,True,SYNTHETIC
88,1,4,Paid Social,2025-11,2025-Q4,False,0.0,True,False,SYNTHETIC
88,2,4,Organic Search,2025-11,2025-Q4,False,0.0,False,False,SYNTHETIC
88,3,4,Email Marketing,2025-11,2025-Q4,False,0.0,False,False,SYNTHETIC
88,4,4,Email Marketing,2025-11,2025-Q4,False,0.0,False,True,SYNTHETIC
89,1,4,Display Ads,2025-09,2025-Q3,False,0.0,True,False,SYNTHETIC
89,2,4,Display Ads,2025-09,2025-Q3,False,0.0,False,False,SYNTHETIC
89,3,4,Paid Social,2025-09,2025-Q3,False,0.0,False,False,SYNTHETIC
89,4,4,Display Ads,2025-09,2025-Q3,False,0.0,False,True,SYNTHETIC
90,1,5,Email Marketing,2025-04,2025-Q2,False,0.0,True,False,SYNTHETIC
90,2,5,Email Marketing,2025-04,2025-Q2,False,0.0,False,False,SYNTHETIC
90,3,5,Paid Social,2025-04,2025-Q2,False,0.0,False,False,SYNTHETIC
90,4,5,Paid Social,2025-04,2025-Q2,False,0.0,False,False,SYNTHETIC
90,5,5,Organic Search,2025-04,2025-Q2,False,0.0,False,True,SYNTHETIC
91,1,2,Email Marketing,2025-11,2025-Q4,False,0.0,True,False,SYNTHETIC
91,2,2,Email Marketing,2025-11,2025-Q4,False,0.0,False,True,SYNTHETIC
92,1,1,Email Marketing,2025-01,2025-Q1,False,0.0,True,True,SYNTHETIC
93,1,2,Display Ads,2025-11,2025-Q4,True,466.96,True,False,SYNTHETIC
93,2,2,Display Ads,2025-12,2025-Q4,True,466.96,False,True,SYNTHETIC
94,1,1,Paid Social,2025-02,2025-Q1,False,0.0,True,True,SYNTHETIC
